Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Product Name,Product Page,Product Image,Category,Site,Price,Discount Price
748,,,,,Cisco Catalyst 2960-X 48 Gigabit POE Switch (WS-C2960X-48LPS-L),https://www.ishopping.pk/cisco-catalyst-gigabit-poe-switch-ws-c2960x-48lps-l-price-in-pakistan.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco_catalyst_2960-x_48_gigabit_poe_switch_ws-c2960x-48lps-l_.jpg,Accessories,ishopping,258000,-1
753,,,,,Cisco Catalyst 2960-X 48 Switch (WS-C2960X-48TD-L),https://www.ishopping.pk/cisco-catalyst-2960-x-48-switch-ws-c2960x-48td-l-price-in-pakistan-379062.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco_catalyst_2960-x_48_switch_ws-c2960x-48td-l_.jpg,Accessories,ishopping,204000,-1
755,,,,,Cisco Catalyst 2960-X 48 Switch (WS-C2960X-48TS-L),https://www.ishopping.pk/cisco-catalyst-2960-x-48-switch-ws-c2960x-48ts-l-price-in-pakistan.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco_catalyst_2960-x_48_switch_ws-c2960x-48ts-l_.jpg,Accessories,ishopping,168000,-1
743,,,,,Cisco Catalyst 3750X-24T Layer 3 Managed Switch (WS-C3750X-24T-S),https://www.ishopping.pk/cisco-catalyst-layer-3-switch-ws-c3750x-24t-s-price-in-pakistan.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco_catalyst_3750x-24t_layer_3_managed_switch_ws-c3750x-24t-s_.jpg,Accessories,ishopping,208000,-1
757,,,,,Cisco Catalyst 48 Ports Switch (WS-C2960-48TC-L),https://www.ishopping.pk/cisco-catalyst-48-ports-switch-ws-c2960-48tc-l-price-in-pakistan-ara1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco_catalyst_48_ports_switch_ws-c2960-48tc-l__1.jpg,Accessories,ishopping,89000,-1
761,,,,,Cisco RV042 Dual Gigabit WAN VPN Router,https://www.ishopping.pk/cisco-rv042-dual-gigabit-wan-vpn-router-price-in-pakistan.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco_rv042_dual_gigabit_wan_vpn_router.jpg,Accessories,ishopping,17400,-1
0,0.0,0.0,0.0,0.0,Click Shop Wireless Portable Bluetooth Microphone (0013),https://www.ishopping.pk/click-shop-wireless-bluetooth-microphone-0013-price-in-pakistan.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/l/click_shop_wireless_portable_bluetooth_microphone_0012_.jpg,Accessories,ishopping,1999,1599
872,,,,,Corsair Air Series AF140 Quiet Edition Blue CPU Case Fan (CO-9050017-BLED),https://www.ishopping.pk/corsair-air-series-af140-quiet-blue-cpu-case-fan-co-9050017-bled-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_air_series_af140_quiet_edition_blue_cpu_case_fan_co-9050017-bled_new_1_2.jpg,Accessories,ishopping,1979,-1
689,,,,,Corsair CL15 DIMM 4GB DDR4 Memory (CMV4GX4M1A2133C15),https://www.ishopping.pk/corsair-cl15-4gb-ddr4-memory-cmv4gx4m1a2133c15-price-in-pakistan-ed.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_cl15_dimm_4gb_ddr4_memory_cmv4gx4m1a2133c15__1.jpg,Accessories,ishopping,5490,-1
890,,,,,Corsair Carbide 100R Mid Tower PC Case (CC-9011075-WW),https://www.ishopping.pk/corsair-carbide-100r-mid-tower-pc-case-cc-9011075-ww-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_carbide_100r_mid_tower_pc_case_cc-9011075-ww__1_1.jpg,Accessories,ishopping,9850,-1
887,,,,,Corsair Carbide 275R Tempered Glass Mid Tower Gaming Case Black (CC-9011132-WW),https://www.ishopping.pk/corsair-carbide-275r-glass-mid-tower-case-cc-9011132-ww-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_carbide_275r_tempered_glass_mid_tower_gaming_case_black_cc-9011132-ww__1.jpg,Accessories,ishopping,14700,-1
919,,,,,Corsair Carbide Series SPEC-04 Mid-Tower Gaming Case Black/Grey (CC-9011109-WW),https://www.ishopping.pk/corsair-spec-04-mid-tower-gaming-case-cc-9011109-ww-price-in-pakistan.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_carbide_series_spec-04_mid-tower_gaming_case_black-grey_cc-9011109-ww_.jpg,Accessories,ishopping,9162,-1
931,,,,,Corsair Carbide Series SPEC-04 Mid-Tower Gaming Case Black/Red (CC-9011107-WW),https://www.ishopping.pk/corsair-carbide-spec-04-mid-tower-gaming-case-black-red-price-in-pakistan-375765.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_carbide_series_spec-04_mid-tower_gaming_case_black-red.jpg,Accessories,ishopping,11220,-1
900,,,,,Corsair Carbide Spec 04 Mid Tower Gaming PC Case (CC-9011117-WW),https://www.ishopping.pk/corsair-carbide-spec-04-mid-pc-case-cc-9011117-ww-uk-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_carbide_spec_04_mid_tower_gaming_pc_case_cc-9011117-ww__1_2.jpg,Accessories,ishopping,11700,-1
907,,,,,Corsair Carbide Spec Delta RGB ATX Mid Tower Gaming PC Case Black (CC-9011166-WW),https://www.ishopping.pk/corsair-carbide-spec-04-tower-pc-case-black-cc-9011166-ww-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_carbide_spec_delta_rgb_atx_mid_tower_gaming_pc_case_black_cc-9011166-ww__1_1.jpg,Accessories,ishopping,13500,-1
889,,,,,Corsair Crystal Series 570X RGB ATX Mid-Tower Case Red (CC-9011111-WW),https://www.ishopping.pk/corsair-crystal-570x-rgb-atx-mid-tower-case-cc-9011111-ww-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_crystal_series_570x_rgb_atx_mid-tower_case_red_cc-9011111-ww__1.jpg,Accessories,ishopping,32280,-1
920,,,,,Corsair Dark Core RGB Performance Wired / Wireless Gaming Mouse (CH-9315011-AP),https://www.ishopping.pk/corsair-dark-core-performance-gaming-mouse-ch-9315011-ap-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_dark_core_rgb_performance_wired_wireless_gaming_mouse_ch-9315011-ap__1.jpg,Accessories,ishopping,16518,-1
895,,,,,Corsair Flash Voyager 32GB USB 3.0 Flash Drive (CMFVY3A-32GB),https://www.ishopping.pk/corsair-flash-voyager-32gb-drive-cmfvy3a-32gb-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_flash_voyager_16gb_usb_3.0_flash_drive_cmfvy3a-16gb__1_1_1.jpg,Accessories,ishopping,3151,-1
918,,,,,Corsair Flash Voyager 64GB USB 3.0 Flash Drive (CMFVY3A-64GB),https://www.ishopping.pk/corsair-flash-voyager-64gb-drive-cmfvy3a-64gb-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_flash_voyager_16gb_usb_3.0_flash_drive_cmfvy3a-16gb__2_1_1.jpg,Accessories,ishopping,3250,-1
894,,,,,Corsair Flash Voyager Slider X1 128GB USB 3.0 Flash Drive (CMFSL3X1-128GB),https://www.ishopping.pk/corsair-flash-voyager-slider-x1-128gb-drive-cmfsl3x1-128gb-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_flash_voyager_slider_x1_16gb_usb_3_3_1_1.jpg,Accessories,ishopping,6445,-1
873,,,,,Corsair Flash Voyager Slider X1 32GB USB 3.0 Flash Drive (CMFSL3X1-32GB),https://www.ishopping.pk/corsair-flash-voyager-slider-x1-32gb-drive-cmfsl3x1-32gb-price-in-pakistan-bnd.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_flash_voyager_slider_x1_16gb_usb_3_1_1_1.jpg,Accessories,ishopping,2314,-1
899,,,,,Corsair Force Series MP500 240GB M.2 Solid State Drive (CSSD-F240GBMP500),https://www.ishopping.pk/corsair-force-series-mp500-240gb-ssd-cssd-f240gbmp500-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_force_series_mp500_480gb_m.2_solid_state_drive_cssd-f480gbmp500__1_1_1.jpg,Accessories,ishopping,22935,-1
879,,,,,Corsair Graphite 780T Full Tower PC Case (CC-9011063-WW),https://www.ishopping.pk/corsair-graphite-780t-tower-pc-case-cc-9011063-ww-price-in-pakistan-bnd.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_graphite_780t_full_tower_pc_case_cc-9011098-ww__1_2.jpg,Accessories,ishopping,31450,-1
928,,,,,Corsair HS60 Surround Over Ear Gaming Headset Carbon (CA-9011173-AP),https://www.ishopping.pk/corsair-hs60-surround-over-ear-headset-ca-9011173-ap-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_hs60_surround_over_ear_gaming_headset_carbon_ca-9011173-ap__1_1.jpg,Accessories,ishopping,12290,-1
896,,,,,Corsair HS60 Surround Over Ear Gaming Headset White (CA-9011174-AP),https://www.ishopping.pk/corsair-hs60-over-ear-headset-ca-9011174-ap-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_hs60_surround_over_ear_gaming_headset_white_ca-9011174-ap__1.jpg,Accessories,ishopping,12300,-1
882,,,,,Corsair HS70 SE Wireless Gaming Headset Gold (CA-9011178-AP),https://www.ishopping.pk/corsair-hs70-se-wireless-headset-ca-9011178-ap-bnd.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_hs70_wireless_gaming_headset_se_ca-9011178-ap__1.jpg,Accessories,ishopping,15729,-1
878,,,,,Corsair HS70 Wireless Gaming Headset White (CA-9011177-AP),https://www.ishopping.pk/corsair-hs70-wireless-headset-ca-9011177-ap-price-in-pakistan-376066.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_hs70_wireless_gaming_headset_white_ca-9011177-ap__1.jpg,Accessories,ishopping,16100,-1
863,,,,,Corsair HS70 Wireless Over Ear Gaming Headset Carbon (CA-9011175-AP),https://www.ishopping.pk/corsair-hs70-wireless-gaming-headset-ca-9011175-ap-price-in-pakistan-bnd.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_hs70_wireless_over_ear_gaming_headset_carbon_ca-9011175-ap__1.jpg,Accessories,ishopping,16100,-1
687,,,,,Corsair Hydro Series H100i RGB Platinum SE Liquid CPU Cooler (CW-9060042-WW),https://www.ishopping.pk/corsair-hydro-h100i-rgb-liquid-cpu-cooler-cw-9060042-ww-price-in-pakistan-ed-380305.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_hydro_series_h100i_rgb_platinum_se_liquid_cpu_cooler_cw-9060042-ww__1.jpg,Accessories,ishopping,23600,-1
932,,,,,Corsair Hydro Series H115i RGB Platinum 280mm Liquid CPU Cooler (CW-9060038-WW),https://www.ishopping.pk/corsair-hydro-h115i-rgb-platinum-cpu-cooler-cw-9060038-ww-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_hydro_series_h115i_rgb_platinum_liquid_cpu_cooler_cw-9060038-ww__1.jpg,Accessories,ishopping,26369,-1
923,,,,,Corsair Hydro Series H150i PRO RGB CPU Liquid Cooler (CW-9060031-WW),https://www.ishopping.pk/corsair-hydro-h150i-pro-rgb-cpu-liquid-cooler-cw-9060031-ww-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_hydro_series_h150i_pro_rgb_360mm_cpu_liquid_cooler_cw-9060031-ww_new_1_2.jpg,Accessories,ishopping,29100,-1
877,,,,,Corsair Hydro Series H55 Quiet CPU Cooler (CW-9060010-WW),https://www.ishopping.pk/corsair-series-h55-quiet-cpu-cooler-cw-9060010-ww-price-in-pakistan-ed-376067.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_hydro_series_h55_quiet_cpu_cooler_cw-9060010-ww_new_1_2.jpg,Accessories,ishopping,10659,-1
925,,,,,Corsair IRONCLAW RGB FPS/MOBA Gaming Mouse (CH-9307011-AP),https://www.ishopping.pk/corsair-ironclaw-rgb-gaming-mouse-ch-9307011-ap-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_ironclaw_rgb_fps-moba_gaming_mouse_ch-9307011-ap__1.jpg,Accessories,ishopping,11700,-1
884,,,,,Corsair K68 RGB Mechanical Gaming Keyboard Cherry MX Red (CH-9102010-NA),https://www.ishopping.pk/corsair-k68-gaming-keyboard-mx-red-ch-9102010-na-price-in-pakistan-bnd.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_k68_rgb_mechanical_gaming_keyboard_cherry_mx_red_ch-9102010-na__1_2.jpg,Accessories,ishopping,24581,-1
909,,,,,Corsair K70 RGB MK.2 Mechanical Gaming Keyboard Cherry MX Low Profile Red (CH-9109017-NA),https://www.ishopping.pk/corsair-k70-rgb-gaming-keyboard-ch-9109017-na-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_k70_rgb_mechanical_gaming_keyboard_cherry_mx_low_profile_red_ch-9109017-na__1.jpg,Accessories,ishopping,33500,-1
883,,,,,Corsair K95 RGB PLATINUM Mechanical Cherry MX Speed Gaming Keyboard (CH-9127014-NA),https://www.ishopping.pk/corsair-k95-platinum-gaming-keyboard-ch-9127014-na-price-in-pakistan-bnd.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_k95_rgb_platinum_mechanical_cherry_mx_speed_gaming_keyboard_ch-9127014-na__1_1.jpg,Accessories,ishopping,34800,-1
917,,,,,Corsair LL120 RGB LED Dual Light Loop Single Fan (CO-9050071-WW),https://www.ishopping.pk/corsair-ll120-rgb-led-dual-light-loop-single-fan-co-9050071-ww-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_ll120_rgb_led_dual_light_loop_single_fan_co-9050078-ww_new_1_1_2.jpg,Accessories,ishopping,4999,-1
898,,,,,Corsair MM200 Cloth Medium Gaming Mouse Pad (CH-9000099-WW),https://www.ishopping.pk/corsair-mm200-medium-mouse-pad-ch-9000099-ww-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_mm200_cloth_medium_gaming_mouse_pad_ch-9000099-ww__1_1.jpg,Accessories,ishopping,2228,-1
881,,,,,Corsair Obsidian 750D Airflow ATX Full Tower PC Case (CC-9011078-WW),https://www.ishopping.pk/corsair-obsidian-750d-airflow-pc-case-cc-9011078-ww-price-in-pakistan-bnd.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_obsidian_750d_airflow_atx_full_tower_pc_case_cc-9011078-ww__1_2.jpg,Accessories,ishopping,26770,-1
910,,,,,Corsair TM30 Performance Thermal Paste (CT-9010001-WW),https://www.ishopping.pk/corsair-tm30-performance-thermal-paste-ct-9010001-ww-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_tm30_performance_thermal_paste_ct-9010001-ww__1.jpg,Accessories,ishopping,1599,-1
892,,,,,Corsair TX550M 550W Power Supply (CP-9020133-UK),https://www.ishopping.pk/corsair-tx550m-550w-power-supply-cp-9020133-uk-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_tx550m_550w_power_supply_cp-9020133-na__1.jpg,Accessories,ishopping,14646,-1
915,,,,,Corsair VOID PRO RGB USB Premium Gaming Headset Carbon (CA-9011154-AP),https://www.ishopping.pk/corsair-void-pro-usb-gaming-headset-ca-9011154-ap-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_void_pro_rgb_usb_premium_gaming_headset_carbon_ca-9011154-eu__1_1.jpg,Accessories,ishopping,15595,-1
921,,,,,Corsair VOID PRO RGB Wireless Premium Gaming Headset Carbon (CA-9011152-AP),https://www.ishopping.pk/corsair-void-pro-rgb-gaming-headset-ca-9011152-ap-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_void_pro_rgb_wireless_premium_gaming_headset_carbon_ca-9011152-eu__1_1.jpg,Accessories,ishopping,19492,-1
893,,,,,Corsair VS550 550W Power Supply (CP-9020171-UK),https://www.ishopping.pk/corsair-vs550-550w-power-supply-cp-9020171-uk-price-in-pakistan-bnd.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_vs550_550w_power_supply_cp-9020171-uk_.jpg,Accessories,ishopping,8820,-1
897,,,,,Corsair VS650 650W Power Supply (CP-9020172-UK),https://www.ishopping.pk/corsair-vs650-650w-power-supply-cp-9020172-uk-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_vs650_650w_power_supply_cp-9020172-uk_new_2_1.jpg,Accessories,ishopping,11099,-1
926,,,,,Corsair Value Select 8GB DDR4 DRAM (CMV8GX4M1A2400C16),https://www.ishopping.pk/corsair-value-select-8gb-dram-cmv8gx4m1a2400c16-price-in-pakistan-bnd1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_value_select_8gb_ddr4_dram_cmv8gx4m1a2400c16__1_1.jpg,Accessories,ishopping,8500,-1
862,,,,,Corsair Vengeance RGB Pro 8GB DDR4 DRAM Memory For Desktop (CMW8GX4M1D3000C16),https://www.ishopping.pk/corsair-vengeance-pro-8gb-ddr4-dram-cmw8gx4m1d3000c16-price-in-pakistan-bnd.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_vengeance_rgb_pro_8gb_ddr4_dram_memory_for_desktop_cmw8gx4m1e3200c16__1_2.jpg,Accessories,ishopping,21999,-1
865,,,,,Corsair Vengeance RGB Pro 8GB DDR4 DRAM Memory For Desktop (CMW8GX4M1E3200C16),https://www.ishopping.pk/corsair-vengeance-8gb-ddr4-dram-desktop-cmw8gx4m1e3200c16-price-in-pakistan-bnd.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_vengeance_rgb_pro_8gb_ddr4_dram_memory_for_desktop_cmw8gx4m1e3200c16__1_1.jpg,Accessories,ishopping,12000,-1
693,,,,,Corsair Vengeance RGB Pro C16 32GB DDR4 DRAM Memory For Desktop (CMW32GX4M2Z3200C16),https://www.ishopping.pk/corsair-vengeance-32gb-ddr4-dram-desktop-cmw32gx4m2z3200c16-price-in-pakistan-ed-380274.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_vengeance_rgb_pro_c16_32gb_ddr4_dram_memory_for_desktop_cmw32gx4m2z3200c16__1.jpg,Accessories,ishopping,34500,-1
880,,,,,Corsair K55 RGB Gaming Keyboard (CH-9206015-NA),https://www.ishopping.pk/corsair-k55-gaming-keyboard-ch-9206015-na-price-in-pakistan-bnd.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/o/corsair_k55_rgb_gaming_keyboard_ch-9206015-na__1_1.jpg,Accessories,ishopping,10511,-1
742,,,,,D-Link Wireless N300 4G LTE Router (DWR-M921),https://www.ishopping.pk/d-link-wireless-n300-4g-lte-router-dwr-m921-price-in-pakistan.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/d/-/d-link_wireless_n300_4g_lte_router_dwr-m921_.jpg,Accessories,ishopping,13800,-1
123,123.0,123.0,,,DMGM Applicator Brush + 3 Refill,https://www.ishopping.pk/dmgm-applicator-brush-plus-3-refill-price-in-pakistan.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/d/m/dmgm_applicator_brush_3_refill.jpg,Accessories,ishopping,795,662
125,125.0,125.0,,,DMGM Concealer Brush,https://www.ishopping.pk/dmgm-concealer-brush-price-in-pakistan-282280.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/d/m/dmgm_concealer_brush.jpg,Accessories,ishopping,795,662
126,126.0,126.0,,,DMGM Eyebrow Brush/Lash Comb,https://www.ishopping.pk/dmgm-eyebrow-brush-lash-comb-price-in-pakistan.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/d/m/dmgm_eyebrow_brush_lash_comb.jpg,Accessories,ishopping,795,662
122,122.0,122.0,,,DMGM Eyeliner Brush,https://www.ishopping.pk/dmgm-eyeliner-brush-price-in-pakistan.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/d/m/dmgm_eyeliner_brush.jpg,Accessories,ishopping,795,662
124,124.0,124.0,,,DMGM Small Angled Brush,https://www.ishopping.pk/dmgm-small-angled-brush-price-in-pakistan.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/d/m/dmgm_small_angled_brush.jpg,Accessories,ishopping,795,662
1003,,,,,Datamax 2D Wirless 2.4Ghz Barcode Scanner,https://www.ishopping.pk/datamax-2d-wirless-2-4ghz-barcode-scanner-price-in-pakistan-xk.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/d/a/datamax_2d_wirless_2_1.jpg,Accessories,ishopping,7999,-1
1147,,,,,"Dell 19"" HD Monitor (D1918H)",https://www.ishopping.pk/dell-19-hd-monitor-d1918h-price-in-pakistan-adh1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/d/e/dell_19_hd_monitor_d1918h__1.jpg,Accessories,ishopping,13800,-1
1143,,,,,"Dell 23.8"" IPS LED Monitor (SE2419H)",https://www.ishopping.pk/dell-23-8-ips-led-monitor-se2419h-price-in-pakistan-adh1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/d/e/dell_se2419h__1.jpg,Accessories,ishopping,26800,-1
1145,,,,,"Dell 23.8"" WLED LCD Monitor (E2417H)",https://www.ishopping.pk/dell-23-8-wled-lcd-monitor-e2417h-price-in-pakistan-adh1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/d/e/dell_e2417h__1.jpg,Accessories,ishopping,29500,-1
982,,,,,"Dell Essential 15.6"" Laptop Backpack Black (M97H2)",https://www.ishopping.pk/dell-essential-15-6-laptop-backpack-black-m97h2-price-in-pakistan.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/a/cad1-0035.jpg,Accessories,ishopping,1650,-1
658,,,,,Dell P2210 22 Flat Panel Monitor (0152),https://www.ishopping.pk/dell-p2210-22-flat-panel-monitor-0152-price-in-pakistan-381493.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/d/e/dell_p2210_22_flat_panel_monitor_0152_.jpg,Accessories,ishopping,9200,-1
1146,,,,,"Dell VESA Mountable 21.5"" Full HD LED Monitor (E2216HV)",https://www.ishopping.pk/dell-vesa-mountable-21-5-full-hd-led-monitor-e2216hv-price-in-pakistan-adh1.html,https://d11zer3aoz69xt.cloudfront.net/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/d/e/dell_vesa_mountable_21_1.jpg,Accessories,ishopping,20000,-1
